OBJECTID,VALUE,AREA,PERIMETER,THICKNESS,XCENTROID,YCENTROID,MAJORAXIS,MINORAXIS,ORIENTATION
122,2631,5277.812988,439.3371887,13.72928715,399214.5625,3980593,158.5674591,10.59473419,90
123,2632,1507.946655,164.7514496,13.72928715,400203.0938,3980661.5,30.98368263,15.49184132,90
124,2633,753.9733276,109.8342972,13.72928715,406518.5625,3980593,15.49184132,15.49184132,90
125,2634,1507.946655,164.7514496,13.72928715,407644.3438,3980579.25,30.98368263,15.49184132,90
126,2638,753.9733276,109.8342972,13.72928715,400258,3980620.25,15.49184132,15.49184132,90
127,2641,6031.786621,384.4200439,19.41321182,400367.8438,3980565.5,52.10813522,36.84601593,0
128,2642,2261.919922,219.6685944,13.72928715,406692.4688,3980528.75,35.31376266,20.38841057,45
129,2643,21865.22656,988.508667,46.87178802,407676.5625,3980421.5,101.023674,68.89392853,113.7795029
130,2644,753.9733276,109.8342972,13.72928715,399983.4063,3980565.5,15.49184132,15.49184132,90
131,2645,753.9733276,109.8342972,13.72928715,403937.4375,3980538,15.49184132,15.49184132,90
132,2647,753.9733276,109.8342972,13.72928715,407918.9375,3980455.5,15.49184132,15.49184132,90
133,2649,1507.946655,164.7514496,13.72928715,404019.8125,3980469.25,30.98368263,15.49184132,90
134,2651,753.9733276,109.8342972,13.72928715,407507.0625,3980400.75,15.49184132,15.49184132,90
135,2654,2261.919922,219.6685944,13.72928715,400395.2813,3980455.5,53.66531372,13.41632843,0
136,2660,753.9733276,109.8342972,13.72928715,407616.9063,3980345.75,15.49184132,15.49184132,90
137,2662,4523.839844,384.4200439,13.72928715,400422.75,3980387,56.02115631,25.70426941,153.4349518
138,2663,753.9733276,109.8342972,13.72928715,404157.125,3980345.75,15.49184132,15.49184132,90
139,2664,3015.893311,219.6685944,13.72928715,407575.7188,3980304.5,30.98368263,30.98368263,90
140,2667,1507.946655,164.7514496,13.72928715,404212.0313,3980304.5,30.98368263,15.49184132,90
141,2668,4523.839844,329.5028992,13.72928715,407763.3438,3980249.75,54.07975006,26.62702751,90
142,2671,753.9733276,109.8342972,13.72928715,399077.2813,3980345.75,15.49184132,15.49184132,90
143,2672,3015.893311,274.5857544,13.72928715,402983.2813,3980270.25,48.4920845,19.79681015,18.43494797
144,2675,1507.946655,164.7514496,13.72928715,403209.8125,3980263.5,30.98368263,15.49184132,0
145,2676,753.9733276,109.8342972,13.72928715,404294.4063,3980263.5,15.49184132,15.49184132,90
146,2678,6031.786621,329.5028992,19.41321182,399128.7813,3980260,49.2808342,38.95991898,135
147,2679,753.9733276,109.8342972,13.72928715,399022.375,3980263.5,15.49184132,15.49184132,90
148,2681,4523.839844,274.5857544,13.72928715,406861.7813,3980126,48.4920845,29.69521523,90
149,2685,3015.893311,219.6685944,13.72928715,403209.8125,3980139.75,30.98368263,30.98368263,90
150,2686,753.9733276,109.8342972,13.72928715,400258,3980153.5,15.49184132,15.49184132,90
151,2687,1507.946655,164.7514496,13.72928715,406436.1875,3980085,30.98368263,15.49184132,90
152,2688,2261.919922,219.6685944,13.72928715,406463.625,3980016.25,53.66531372,13.41632843,90
153,2691,1507.946655,164.7514496,13.72928715,404335.5938,3980043.75,30.98368263,15.49184132,0
154,2692,2261.919922,219.6685944,13.72928715,404678.8438,3980043.75,53.66531372,13.41632843,0
155,2693,753.9733276,109.8342972,13.72928715,404459.1563,3980016.25,15.49184132,15.49184132,90
156,2696,753.9733276,109.8342972,13.72928715,406683.3125,3979961.25,15.49184132,15.49184132,90
157,2697,67103.625,1922.10022,58.23963928,408221.9063,3979764.75,204.3734741,104.5133057,69.83142853
158,2708,1507.946655,164.7514496,13.72928715,404472.9063,3979906.5,30.98368263,15.49184132,0
159,2711,9047.679688,659.0057983,19.41321182,407893.7813,3979760,104.3783493,27.59160233,60.21010971
160,2718,3015.893311,219.6685944,13.72928715,404225.7813,3979810.25,30.98368263,30.98368263,90
161,2719,753.9733276,109.8342972,13.72928715,404651.375,3979796.5,15.49184132,15.49184132,90
162,2722,753.9733276,109.8342972,13.72928715,403470.6563,3979796.5,15.49184132,15.49184132,90
163,2723,1507.946655,164.7514496,13.72928715,407054,3979741.75,30.98368263,15.49184132,0
164,2724,3015.893311,274.5857544,13.72928715,407774.7813,3979734.75,48.4920845,19.79681015,18.43494797
165,2725,753.9733276,109.8342972,13.72928715,408468.125,3979741.75,15.49184132,15.49184132,90
166,2726,4523.839844,384.4200439,13.72928715,405168.5,3979696,70.64435577,20.38355255,119.232605
167,2727,753.9733276,109.8342972,13.72928715,404623.9063,3979714.25,15.49184132,15.49184132,90
168,2728,1507.946655,164.7514496,13.72928715,408495.5625,3979618.25,30.98368263,15.49184132,90
